workbook,requested_view,twb_file,datasource,datasource_internal,field_name,caption,datatype,role,type,aggregation,semantic_role,hidden,param_domain_type,calculation_class,formula
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[objeto],Objeto,string,dimension,nominal,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[sag],Sag,string,dimension,nominal,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla"""
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General"""
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal"""
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""8.1a NNyA con discapacidad. NNyA con CUD y acceso a la seguridad social"""
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos"""
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_ID,,integer,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_SM,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIG_URL_ADMIN_SM,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_DEFENSORIA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_DESCRIPCION,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_FICHA_INDICADOR,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_FICHA_TABLERO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_DOC_TECNICO_TABLERO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_REPORTE_TABLERO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_EMAIL_CONTACTO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_DOC_METODOLOGICO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_INSTRUCTIVO_NAV,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,SECCION_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,SECCION_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TIPO_DE_DATO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,ID_DATO_SM,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,DATO_DE_SISTEMA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,ANIO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,MES,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,UNIDAD_GEOGRAFICA_CODIGO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,UNIDAD_GEOGRAFICA_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,SUB_UNIDAD_GEOGRAFICA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,APERTURA_DESCRIPCION,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,APERTURA_NIVEL_1,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,MODALIDAD_APERTURA_NIVEL_1,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,APERTURA_NIVEL_2,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,MODALIDAD_APERTURA_NIVEL_2,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,VALOR,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,VALOR_AUXILIAR,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_CODIGO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_ORDEN,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_FUENTES,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_DEFINICION,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_DESC_METODOLOGICA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_CODIGO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_ORDEN,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_UNIDAD_MEDIDA_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_UNIDAD_MEDIDA_CODIGO,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_UNIDAD_MEDIDA_DESCRIPCION,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_FORMULA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_DEFINICION,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_DESC_METODOLOGICA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_DE_SISTEMA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_DESCRIPCION,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_DERECHOS_ASOCIADOS,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_FECHA_ULT_CARGA_DATOS,,datetime,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_CONFIGURACION_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_DE_SISTEMA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_ID,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_NOMBRE,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_DESCRIPCION,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_DE_SISTEMA,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,gid,,integer,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,entidad,,integer,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,objeto,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,fna,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,gna,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,nam,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,in1,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,fdc,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,sag,,string,,,,,,,,
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,8.1a NNyA discapacidad CUD_SS.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,Geometry,,spatial,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""8.1b NNyA con discapacidad. Caracterización de los NNyA con CUD"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[Parámetro 3],p_codigo_indicador,string,measure,nominal,,,,any,tableau,""""""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,SECCION_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,SECCION_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_ID,,string,,,,,,,,
